date,name,developer,min_price,max_price,min_square,max_square,flat_count,class_building,type_building,parking,address,trimming,num_floors,origin_url
2013-04-10T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,88500,27.35,147.19,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2013-04-15T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,88500,27.35,147.19,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2013-05-16T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,88500,27.35,147.19,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2013-12-25T20:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2013-12-25T20:00:00.000Z,ЖК Яблоневый цвет,Матрикс,33145,44667,27,93.59,270,Эконом класс,Монолитный,true,пос. Малое Верево  (Посмотреть на карте),с отделкой и без,8,https://spbguru.ru/novostroyki/370-jablonevyj-tsvet
2013-04-10T20:00:00.000Z,ЖК Северная долина,Главстрой-СПб,64000,69000,36.32,87.68,-1,-1,Кирпично-монолитный,false,пос. Парголово. 4-й Верхний пер.. участок 15  (Посмотреть на карте),с отделкой,26,https://spbguru.ru/novostroyki/31-severnaja-dolina
2013-09-22T20:00:00.000Z,ЖК Северная долина,Главстрой-СПб,64000,69000,36.32,87.68,4614,Эконом класс,Кирпично-монолитный,true,пос. Парголово. 4-й Верхний пер.. участок 15  (Посмотреть на карте),с отделкой,26,https://spbguru.ru/novostroyki/31-severnaja-dolina
2013-10-30T20:00:00.000Z,ЖК Северная долина,Главстрой-СПб,66000,70000,36.32,87.68,4614,Эконом класс,Кирпично-монолитный,true,пос. Парголово. 4-й Верхний пер.. участок 15  (Посмотреть на карте),с отделкой,26,https://spbguru.ru/novostroyki/31-severnaja-dolina
2013-11-30T20:00:00.000Z,ЖК Северная долина,Главстрой-СПб,60281,66000,36.23,87.68,4614,Эконом класс,Кирпично-монолитный,true,пос. Парголово. 4-й Верхний пер.. участок 15  (Посмотреть на карте),с отделкой,26,https://spbguru.ru/novostroyki/31-severnaja-dolina
2013-08-11T20:00:00.000Z,ЖК Юнтолово,Главстрой-СПб,50000,56000,36.14,100.25,3000 (1 очередь),Эконом класс,Кирпично-монолитный,true,пос. Ольгино  (Посмотреть на карте),с отделкой,4-9,https://spbguru.ru/novostroyki/29-juntolovo
2013-11-07T20:00:00.000Z,ЖК Юнтолово,Главстрой-СПб,50000,56000,36.14,100.25,3000 (1 очередь),Эконом класс,Кирпично-монолитный,true,пос. Ольгино  (Посмотреть на карте),с отделкой,4-9,https://spbguru.ru/novostroyki/29-juntolovo
2013-12-02T20:00:00.000Z,ЖК Юнтолово,Главстрой-СПб,50000,56000,36.14,100.25,3000 (1 очередь),Эконом класс,Кирпично-монолитный,true,пос. Ольгино  (Посмотреть на карте),с отделкой,4-9,https://spbguru.ru/novostroyki/29-juntolovo
2013-08-17T20:00:00.000Z,ЖК Grona Lund,NCC,60000,65000,40.24,88.36,1521,Комфорт-класс,Панельный,true,11 км. Дороги жизни. Всеволожск  (Посмотреть на карте),под чистовую,6,https://spbguru.ru/novostroyki/348-grona-lund
2013-09-17T20:00:00.000Z,ЖК Grona Lund,NCC,60000,65000,40.24,88.36,1521,Комфорт-класс,Панельный,true,11 км. Дороги жизни. Всеволожск  (Посмотреть на карте),под чистовую,6,https://spbguru.ru/novostroyki/348-grona-lund
2013-08-03T20:00:00.000Z,ЖК Гармония,Акватерн,50000,53000,39.07,92.21,1030,Эконом класс,Кирпично-монолитный,true,пос. Колтуши. переул. Школьный  (Посмотреть на карте),с отделкой,9,https://spbguru.ru/novostroyki/344-garmonija
2013-10-01T20:00:00.000Z,ЖК Гармония,Акватерн,50000,53000,39.07,92.21,1030,Эконом класс,Кирпично-монолитный,true,пос. Колтуши. переул. Школьный  (Посмотреть на карте),с отделкой,9,https://spbguru.ru/novostroyki/344-garmonija
2013-11-02T20:00:00.000Z,ЖК Гармония,Акватерн,49500,50500,39.56,92.21,1030,Эконом класс,Кирпично-монолитный,true,пос. Колтуши. переул. Школьный  (Посмотреть на карте),с отделкой,9,https://spbguru.ru/novostroyki/344-garmonija
2013-08-18T20:00:00.000Z,ЖК Виктория (Мурино),Мавис,62000,62000,25.42,66.68,696 (1 оч.),Эконом класс,Кирпично-монолитный,true,пос. Мурино. земли САОЗТ «Ручьи»  (Посмотреть на карте),под чистовую,16-24,https://spbguru.ru/novostroyki/365-viktorija-murino
2013-11-08T20:00:00.000Z,ЖК Виктория (Мурино),Мавис,72935,73000,25.42,66.68,696 (1 оч.),Эконом класс,Кирпично-монолитный,true,пос. Мурино. земли САОЗТ «Ручьи»  (Посмотреть на карте),под чистовую,16-24,https://spbguru.ru/novostroyki/365-viktorija-murino
2013-08-16T20:00:00.000Z,ЖК Леонтьевский мыс,Леонтьевский Мыс,150000,150000,59.8,298.3,399,Элит-класс,Кирпично-монолитный,true,Ждановская ул.. д. 45. лит. А  (Посмотреть на карте),с отделкой и без,10-13,https://spbguru.ru/novostroyki/105-leontevskij-mys
2013-09-16T20:00:00.000Z,ЖК Леонтьевский мыс,Леонтьевский Мыс,150000,150000,59.8,298.3,399,Элит-класс,Кирпично-монолитный,true,Ждановская ул.. д. 45. лит. А  (Посмотреть на карте),с отделкой и без,10-13,https://spbguru.ru/novostroyki/105-leontevskij-mys
2013-04-15T20:00:00.000Z,ЖК Маршал,Л1,0,0,36,86,-1,-1,Кирпично-монолитный,false,Кондратьевский пр. д.58  (Посмотреть на карте),без отделки,16-17,https://spbguru.ru/novostroyki/25-marshal
2013-08-19T20:00:00.000Z,ЖК Маршал,Л1,60311,71209,24.32,86.95,1500,Эконом класс,Кирпично-монолитный,true,Кондратьевский пр. д.58  (Посмотреть на карте),без отделки,16-17,https://spbguru.ru/novostroyki/25-marshal
2013-06-29T20:00:00.000Z,ЖК Муринский Посад,ЦДС,63500,88500,25.68,75.32,1500,Комфорт-класс,Кирпично-монолитный,true,пос. Мурино  (Посмотреть на карте),под чистовую,27,https://spbguru.ru/novostroyki/228-murinskij-posad
2013-05-23T20:00:00.000Z,ЖК Империал,Л1,78000,81000,80.36,297.89,843,Бизнес-класс,Кирпично-монолитный,true,ул. Киевская / Московский пр.  (Посмотреть на карте),под чистовую,5-19,https://spbguru.ru/novostroyki/216-imperial
2013-10-14T20:00:00.000Z,ЖК Империал,Л1,78000,81000,80.36,297.89,843,Бизнес-класс,Кирпично-монолитный,true,ул. Киевская / Московский пр.  (Посмотреть на карте),под чистовую,5-19,https://spbguru.ru/novostroyki/216-imperial
2013-08-16T20:00:00.000Z,ЖК Jaanila country,ЛенСтройТрест,55338,65000,26.93,81.34,-1,Комфорт-класс,Панельный,true,пос. Янино  (Посмотреть на карте),с отделкой и без,5-14,https://spbguru.ru/novostroyki/314-jaanila-country
2013-09-16T20:00:00.000Z,ЖК Jaanila country,ЛенСтройТрест,55338,65000,26.93,81.34,-1,Комфорт-класс,Панельный,true,пос. Янино  (Посмотреть на карте),с отделкой и без,5-14,https://spbguru.ru/novostroyki/314-jaanila-country
2013-06-04T20:00:00.000Z,ЖК Премьер Палас,Л1,100000,120000,38,442.52,465,Элит-класс,Кирпично-монолитный,true,ул. Пионерская. д. 50. литера А  (Посмотреть на карте),без отделки,10-22,https://spbguru.ru/novostroyki/209-premer-palas
2013-01-31T20:00:00.000Z,ЖК Новое Мурино,ЦДС,72000,110000,25.5,70.9,-1,-1,Кирпично-монолитный,false,Гражданский пр.. Девяткино  (Посмотреть на карте),без отделки,27,https://spbguru.ru/novostroyki/66-novoe-murino
2013-07-01T20:00:00.000Z,ЖК Новое Мурино,ЦДС,60000,120000,25.5,70.9,-1,Эконом класс,Кирпично-монолитный,true,Гражданский пр.. Девяткино  (Посмотреть на карте),под чистовую,27,https://spbguru.ru/novostroyki/66-novoe-murino
2013-08-31T20:00:00.000Z,ЖК Новое Мурино,ЦДС,60000,120000,25.5,70.9,-1,Эконом класс,Кирпично-монолитный,true,Гражданский пр.. Девяткино  (Посмотреть на карте),под чистовую,27,https://spbguru.ru/novostroyki/66-novoe-murino
2013-08-01T20:00:00.000Z,Дом на улице Нижне-Каменская,Темп,0,0,69.8,216.9,142,Бизнес-класс,Монолитный,false,ул. Нижне-Каменская  (Посмотреть на карте),с отделкой,5,https://spbguru.ru/novostroyki/284-dom-na-ulitse-nizhne-kamenskaja
2013-09-01T20:00:00.000Z,Дом на улице Нижне-Каменская,Темп,0,0,69.8,216.9,142,Бизнес-класс,Монолитный,false,ул. Нижне-Каменская  (Посмотреть на карте),с отделкой,5,https://spbguru.ru/novostroyki/284-dom-na-ulitse-nizhne-kamenskaja
2013-07-01T20:00:00.000Z,ЖК Смольный Парк,Возрождение Санкт-Петербурга,170000,300000,70.57,265.66,232,Элит-класс,Кирпичный,true,Смольная наб.. ул. Смольного  (Посмотреть на карте),без отделки,7-8,https://spbguru.ru/novostroyki/140-smolnyj-park
2013-08-31T20:00:00.000Z,ЖК Смольный Парк,Возрождение Санкт-Петербурга,170000,300000,70.57,265.66,232,Элит-класс,Кирпичный,true,Смольная наб.. ул. Смольного  (Посмотреть на карте),без отделки,7-8,https://spbguru.ru/novostroyki/140-smolnyj-park
2013-10-30T20:00:00.000Z,ЖК Смольный Парк,Возрождение Санкт-Петербурга,170000,300000,70.57,265.66,232,Элит-класс,Кирпичный,true,Смольная наб.. ул. Смольного  (Посмотреть на карте),без отделки,7-8,https://spbguru.ru/novostroyki/140-smolnyj-park
2013-12-30T20:00:00.000Z,ЖК Смольный Парк,Возрождение Санкт-Петербурга,198001,270002,74.68,274.65,232,Элит-класс,Кирпичный,true,Смольная наб.. ул. Смольного  (Посмотреть на карте),без отделки,7-8,https://spbguru.ru/novostroyki/140-smolnyj-park
2013-08-01T20:00:00.000Z,Дом на Ярославском проспекте,Темп,0,0,48.58,159.98,229,Комфорт-класс,Кирпичный,true,Ярославский проспект. 27. 23  (Посмотреть на карте),с отделкой,8,https://spbguru.ru/novostroyki/141-dom-na-jaroslavskom-prospekte
2013-09-01T20:00:00.000Z,Дом на Ярославском проспекте,Темп,0,0,48.58,159.98,229,Комфорт-класс,Кирпичный,true,Ярославский проспект. 27. 23  (Посмотреть на карте),с отделкой,8,https://spbguru.ru/novostroyki/141-dom-na-jaroslavskom-prospekte
2013-08-16T20:00:00.000Z,ЖК Новоселье: городские кварталы,Новоселье,44300,55200,23.78,59.36,-1,Комфорт-класс,Монолитно-панельный,true,п. Новоселье  (Посмотреть на карте),с отделкой и без,3-12,https://spbguru.ru/novostroyki/110-novosele-gorodskie-kvartaly
2013-09-15T20:00:00.000Z,ЖК Новоселье: городские кварталы,Новоселье,44300,55200,23.78,59.36,-1,Комфорт-класс,Монолитно-панельный,true,п. Новоселье  (Посмотреть на карте),с отделкой и без,3-12,https://spbguru.ru/novostroyki/110-novosele-gorodskie-kvartaly
2013-10-26T20:00:00.000Z,ЖК Новоселье: городские кварталы,Новоселье,44300,55200,29.35,59.36,-1,Комфорт-класс,Монолитно-панельный,true,п. Новоселье  (Посмотреть на карте),с отделкой и без,3-12,https://spbguru.ru/novostroyki/110-novosele-gorodskie-kvartaly
2013-08-01T20:00:00.000Z,ЖК Светлый мир Я-Романтик,Seven Suns Development,68000,73000,22.33,77.38,-1,Комфорт-класс,Кирпично-монолитный,true,Невская губа. уч. 28  (Посмотреть на карте),с отделкой,6-20,https://spbguru.ru/novostroyki/338-svetlyj-mir-ja-romantik
2013-09-01T20:00:00.000Z,ЖК Светлый мир Я-Романтик,Seven Suns Development,68000,73000,22.33,77.38,-1,Комфорт-класс,Кирпично-монолитный,true,Невская губа. уч. 28  (Посмотреть на карте),с отделкой,6-20,https://spbguru.ru/novostroyki/338-svetlyj-mir-ja-romantik
2013-10-01T20:00:00.000Z,ЖК Светлый мир Я-Романтик,Seven Suns Development,68000,73000,22.33,77.38,-1,Комфорт-класс,Кирпично-монолитный,true,Невская губа. уч. 28  (Посмотреть на карте),с отделкой,6-20,https://spbguru.ru/novostroyki/338-svetlyj-mir-ja-romantik
2013-12-05T20:00:00.000Z,ЖК Светлый мир Я-Романтик,Seven Suns Development,68000,74989,22.34,77.38,-1,Комфорт-класс,Кирпично-монолитный,true,Невская губа. уч. 28  (Посмотреть на карте),с отделкой,6-20,https://spbguru.ru/novostroyki/338-svetlyj-mir-ja-romantik
2013-08-23T20:00:00.000Z,ЖК Новый Петергоф,Абсолют Строй Сервис,62230,73000,26.5,84.2,973,Комфорт-класс,Кирпичный,true,ул. Парковая  (Посмотреть на карте),с отделкой,5,https://spbguru.ru/novostroyki/14-novyj-petergof
2013-09-23T20:00:00.000Z,ЖК Новый Петергоф,Абсолют Строй Сервис,62230,73000,26.5,84.2,973,Комфорт-класс,Кирпичный,true,ул. Парковая  (Посмотреть на карте),с отделкой,5,https://spbguru.ru/novostroyki/14-novyj-petergof
2013-05-23T20:00:00.000Z,ЖК Небо Москвы,Лидер Групп,71200,112500,26.78,99.29,-1,Комфорт-класс,Кирпично-монолитный,true,Смоленская ул.. д. 18-20. литера А  (Посмотреть на карте),под чистовую,15-23,https://spbguru.ru/novostroyki/125-nebo-moskvy
2013-08-19T20:00:00.000Z,ЖК Небо Москвы,Лидер Групп,71200,112500,26.78,99.29,-1,Комфорт-класс,Кирпично-монолитный,true,Смоленская ул.. д. 18-20. литера А  (Посмотреть на карте),под чистовую,15-23,https://spbguru.ru/novostroyki/125-nebo-moskvy
2013-10-19T20:00:00.000Z,ЖК Небо Москвы,Лидер Групп,85591,127993,26.78,111.7,-1,Комфорт-класс,Кирпично-монолитный,true,Смоленская ул.. д. 18-20. литера А  (Посмотреть на карте),под чистовую,15-25,https://spbguru.ru/novostroyki/125-nebo-moskvy
2013-12-20T20:00:00.000Z,ЖК Небо Москвы,Лидер Групп,85591,127993,26.78,111.7,-1,Комфорт-класс,Кирпично-монолитный,true,Смоленская ул.. д. 18-20. литера А  (Посмотреть на карте),под чистовую,15-25,https://spbguru.ru/novostroyki/125-nebo-moskvy
2013-07-01T20:00:00.000Z,ЖК Квартал Солнечный,Арсенал-Недвижимость,76000,96000,24.4,82.9,по 300 (Дом №1 и №2) 350 (Дом №4),Эконом класс,Кирпично-монолитный,true,п. Мурино. земли САОЗТ «Ручьи»  (Посмотреть на карте),с отделкой и без,16,https://spbguru.ru/novostroyki/257-kvartal-solnechnyj
2013-08-30T20:00:00.000Z,ЖК Квартал Солнечный,Арсенал-Недвижимость,76000,96000,24.4,82.9,по 300 (Дом №1 и №2) 350 (Дом №4),Эконом класс,Кирпично-монолитный,true,п. Мурино. земли САОЗТ «Ручьи»  (Посмотреть на карте),с отделкой и без,16,https://spbguru.ru/novostroyki/257-kvartal-solnechnyj
2013-11-08T20:00:00.000Z,ЖК Квартал Солнечный,Арсенал-Недвижимость,76000,96000,24.4,82.9,по 300 (Дом №1 и №2) 350 (Дом №4),Эконом класс,Кирпично-монолитный,true,п. Мурино. земли САОЗТ «Ручьи»  (Посмотреть на карте),с отделкой и без,16,https://spbguru.ru/novostroyki/257-kvartal-solnechnyj
2013-12-13T20:00:00.000Z,ЖК Артур Грей,Лидер Групп,0,0,44.47,128.5,-1,Комфорт-класс,Кирпично-монолитный,true,В.О.. Морская набережная  (Посмотреть на карте),под чистовую,17-24,https://spbguru.ru/novostroyki/392-artur-grej
2013-08-16T20:00:00.000Z,ЖК Балтийская волна,Рант,67700,85000,35.3,82.18,752,Комфорт-класс,Кирпично-монолитный,true,пр. Кузнецова/ул. Маршала Казакова  (Посмотреть на карте),под чистовую,16-25,https://spbguru.ru/novostroyki/88-baltijskaja-volna
2013-09-15T20:00:00.000Z,ЖК Балтийская волна,Рант,67700,85000,35.3,82.18,752,Комфорт-класс,Кирпично-монолитный,true,пр. Кузнецова/ул. Маршала Казакова  (Посмотреть на карте),под чистовую,16-25,https://spbguru.ru/novostroyki/88-baltijskaja-volna
2013-10-09T20:00:00.000Z,ЖК Платинум,Платинум,94711,108100,43.1,128.48,607,Бизнес-класс,Кирпично-монолитный,true,Свердловская наб.. д 54-58  (Посмотреть на карте),без отделки,2-17,https://spbguru.ru/novostroyki/201-platinum
2013-11-09T20:00:00.000Z,ЖК Платинум,Платинум,94711,108100,43.12,128.48,607,Бизнес-класс,Кирпично-монолитный,true,Свердловская наб.. д 54-58  (Посмотреть на карте),без отделки,2-17,https://spbguru.ru/novostroyki/201-platinum
2013-08-25T20:00:00.000Z,ЖК Ново-Антропшино,Запстрой,40000,41000,34.32,54.54,280 (I очередь).,Эконом класс,Кирпично-монолитный,false,г. Коммунар  (Посмотреть на карте),-1,5,https://spbguru.ru/novostroyki/340-novo-antropshino
2013-08-02T20:00:00.000Z,ЖК На Энергетиков,Нева Сити,37899,380000,41.05,79.9,53 (1 очередь),Эконом класс,Кирпично-монолитный,true,Кировск. ул.Энергетиков/ бульвар Партизанской славы  (Посмотреть на карте),без отделки,10-17,https://spbguru.ru/novostroyki/345-na-energetikov
2013-10-02T20:00:00.000Z,ЖК На Энергетиков,Нева Сити,51319,55000,41.05,79.9,53 (1 очередь),Эконом класс,Кирпично-монолитный,true,Кировск. ул.Энергетиков/ бульвар Партизанской славы  (Посмотреть на карте),без отделки,10-17,https://spbguru.ru/novostroyki/345-na-energetikov
2013-11-12T20:00:00.000Z,ЖК На Энергетиков,Нева Сити,50995,55000,41.05,80.4,53 (1 очередь),Эконом класс,Кирпично-монолитный,true,Кировск. ул.Энергетиков/ бульвар Партизанской славы  (Посмотреть на карте),без отделки,10-17,https://spbguru.ru/novostroyki/345-na-energetikov
2013-08-17T20:00:00.000Z,ЖК Царский двор,Лидер Групп,58495,77000,36.96,97.7,246,Эконом класс,Кирпично-монолитный,true,Петербургское шоссе  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/307-tsarskij-dvor
2013-09-17T20:00:00.000Z,ЖК Царский двор,Лидер Групп,58495,77000,36.96,97.7,246,Эконом класс,Кирпично-монолитный,true,Петербургское шоссе  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/307-tsarskij-dvor
2013-11-08T20:00:00.000Z,ЖК Avenue-Apart,БестЪ,108997,132000,27.4,73.9,319,Бизнес-класс,Монолитный,true,ул. Академика Павлова. д. 5. лит. Д  (Посмотреть на карте),с отделкой,9,https://spbguru.ru/novostroyki/377-avenue-apart
2014-10-13T20:00:00.000Z,ЖК Чистое небо,Setl City,82326,106458,23.86,77.74,32000,Комфорт-класс,Кирпично-монолитный,true,Комендантский пр.. уч. 2  (Посмотреть на карте),с отделкой,9-25,https://spbguru.ru/novostroyki/514-chistoe-nebo
2014-11-12T21:00:00.000Z,ЖК Чистое небо,Setl City,82326,92476,23.79,77.74,32000,Комфорт-класс,Кирпично-монолитный,true,Комендантский пр.. уч. 2  (Посмотреть на карте),с отделкой,9-25,https://spbguru.ru/novostroyki/514-chistoe-nebo
2014-10-13T20:00:00.000Z,ЖК Солнечный город,Setl City,74000,81500,23.69,79.37,2372 шт. в корп. 2. 3,Эконом класс,Кирпично-монолитный,true,мкрн. Ново-Сергиево. пр. Буденого  (Посмотреть на карте),без отделки,5-12,https://spbguru.ru/novostroyki/526-solnechnyj-gorod
2014-04-02T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,88500,27.75,147.19,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2014-06-28T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,88500,27.75,147.19,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2014-10-13T20:00:00.000Z,ЖК Лондон Парк,Л1,68000,83025,39.16,103.68,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2014-11-13T21:00:00.000Z,ЖК Лондон Парк,Л1,68000,83025,39.16,103.68,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2014-12-16T21:00:00.000Z,ЖК Лондон Парк,Л1,68000,83025,39.16,103.68,2180,Бизнес-класс,Кирпично-монолитный,true,пр. Просвещения. 43А  (Посмотреть на карте),под чистовую,2-25,https://spbguru.ru/novostroyki/208-london-park
2014-02-17T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,77600,100580,32.76,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-03-01T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,82500,104076,33.37,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-04-02T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,82500,104076,33.37,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-04-04T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,82500,104076,33.37,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-05-02T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,82500,111477,33.37,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-06-30T20:00:00.000Z,ЖК INKERI,ЮИТ ДОМ,82700,111800,33.37,89.66,598,Комфорт-класс,Монолитно-панельный,true,Пушкин. Гусарская ул./ Саперная ул. / Ул. Ломоносова  (Посмотреть на карте),под чистовую,5,https://spbguru.ru/novostroyki/408-inkeri
2014-02-18T20:00:00.000Z,ЖК Граф Орлов,Л1,78900,91000,42.88,172.16,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-04-03T20:00:00.000Z,ЖК Граф Орлов,Л1,78900,91000,42.88,172.16,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-04-23T20:00:00.000Z,ЖК Граф Орлов,Л1,78900,91000,42.88,172.16,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-06-28T20:00:00.000Z,ЖК Граф Орлов,Л1,78900,91000,42.88,172.16,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-10-14T20:00:00.000Z,ЖК Граф Орлов,Л1,93021,93021,71.36,71.36,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-11-13T21:00:00.000Z,ЖК Граф Орлов,Л1,93021,93021,71.36,71.36,-1,Бизнес-класс,Кирпично-монолитный,true,Московский пр.. д. 181  (Посмотреть на карте),под чистовую,8-35,https://spbguru.ru/novostroyki/196-graf-orlov
2014-02-23T20:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2014-04-02T20:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2014-06-25T20:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2014-09-12T20:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2014-12-02T21:00:00.000Z,ЖК Юттери,ЛенСтройТрест,55757,60865,29.89,83.24,2100,Комфорт-класс,Панельный,true,Лагерное ш./Понтонная ул.  (Посмотреть на карте),без отделки,4,https://spbguru.ru/novostroyki/372-jutteri
2014-04-01T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-04-02T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-06-16T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-06-26T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-07-17T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-08-16T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-09-16T20:00:00.000Z,ЖК IQ Гатчина,ЛенСтройТрест,60000,70406,25.14,80.1,-1,Эконом класс,Панельный,true,Гатчина. Пушкинское шоссе  (Посмотреть на карте),без отделки,6-12,https://spbguru.ru/novostroyki/410-iq-gatchina
2014-02-08T20:00:00.000Z,ЖК Яблоневый цвет,Матрикс,33145,44667,27,93.59,270,Эконом класс,Монолитный,true,пос. Малое Верево  (Посмотреть на карте),с отделкой и без,8,https://spbguru.ru/novostroyki/370-jablonevyj-tsvet
